state_name,district_name,market_name
Andhra Pradesh,Kurnool,Pattikonda APMC
Maharashtra,Raigad,Pen APMC
Tamil Nadu,Thiruvellore,Perambakkam(Uzhavar Sandhai ) APMC
Maharashtra,Nashik,Pimpalgaon APMC
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda) APMC
Madhya Pradesh,Hoshangabad,Pipariya(F&V) APMC
Haryana,Kurukshetra,Pipli APMC
Bihar,Bhojpur,Piro APMC
Rajasthan,Pratapgarh,Pratapgarh APMC
Haryana,Kaithal,Pundri APMC
West Bengal,Puruliya,Purulia APMC
Maharashtra,Ahmednagar,Rahuri(Vambori) APMC
Madhya Pradesh,Dhar,Rajgarh APMC
Rajasthan,Rajsamand,Rajsamand APMC
West Bengal,Birbhum,Rampurhat APMC
Madhya Pradesh,Ratlam,Ratlam APMC
Himachal Pradesh,Kullu,SMY Chauri Bihal
Himachal Pradesh,Mandi,SMY Takoli
Telangana,Medak,Sadasivpet APMC
Madhya Pradesh,Shimoga,Sagar APMC
Odisha,Keonjhar,Saharpada APMC
Madhya Pradesh,Ratlam,Sailana APMC
Madhya Pradesh,Ratlam,Sailana(F&V) APMC
Uttar Pradesh,Sambhal,Sambhal APMC
West Bengal,Malda,Samsi APMC
Rajasthan,Sanchore,Sanchore APMC
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC"
Rajasthan,Hanumangarh,Sangriya APMC
Madhya Pradesh,Rajgarh,Sarangpur APMC
Bihar,Rohtas,Sasaram APMC
Maharashtra,Nashik,Satana APMC
Uttar Pradesh,Gorakhpur,Sehjanwa APMC
Madhya Pradesh,Sehore,Sehore APMC
Uttar Pradesh,Hathras,Shadabad APMC
Madhya Pradesh,Shajapur,Shajapur APMC
Bihar,Sheohar,Sheohar APMC
Maharashtra,Ahmednagar,Shevgaon APMC
Uttar Pradesh,Firozabad,Shikohabad APMC
Maharashtra,Pune,Shirur APMC
Maharashtra,Nashik,Shivsiddha Govind Producer Company Limited Sanchal APMC
Maharashtra,Nashik,Shree Rameshwar Krushi Market  APMC
Maharashtra,Ahmednagar,Shree Sairaj Krushi Market APMC
Maharashtra,Ahmednagar,Shrigonda APMC
Madhya Pradesh,Shajapur,Shujalpur APMC
Madhya Pradesh,Shajapur,Shujalpur(F&V) APMC
Telangana,Medak,Siddipet(Rythu Bazar) APMC
Rajasthan,Sikar,Sikar APMC
Maharashtra,Nashik,Sinner APMC
Madhya Pradesh,Mandsaur,Sitamau(F&V) APMC
Haryana,Sonipat,Sonepat(Kharkhoda) APMC
Madhya Pradesh,Dewas,Sonkachh(F&V) APMC
Madhya Pradesh,Dewas,Sonkatch APMC
Madhya Pradesh,Shajapur,Soyatkalan APMC
Rajasthan,Churu,Sujangarh APMC
Rajasthan,Ganganagar,Suratgarh APMC
Bihar,Samastipur,Tajpur APMC
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC
Haryana,Fatehabad,Tohana APMC
Haryana,Fatehabad,Tohana(New Veg Market) APMC
Karnataka,Tumkur,Tumkur APMC
Odisha,Bolangir,Tusura APMC
Madhya Pradesh,Ujjain,Ujjain APMC
Haryana,Hissar,Uklana APMC
Maharashtra,Nashik,Umrane APMC
Maharashtra,Chattrapati Sambhajinagar,Vaijpur APMC
Maharashtra,Mumbai,Vashi New Mumbai APMC
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode) APMC
Rajasthan,Beawar,Vijaynagar APMC
Maharashtra,Nashik,Yeola APMC
Bihar,Bhojpur,Aarah APMC
Uttar Pradesh,Aligarh,Atrauli APMC
Uttar Pradesh,Badaun,Babrala APMC
Meghalaya,South Garo Hills,Baghmara APMC
West Bengal,Murshidabad,Beldanga APMC
Odisha,Bhadrak,Bhadrak APMC
Uttar Pradesh,Sambhal,Bhehjoi APMC
Madhya Pradesh,Bhind,Bhind APMC
Bihar,Buxar,Buxur APMC
Bihar,East Champaran/ Motihari,Chakia APMC
Karnataka,Hassan,Channarayapatna APMC
Odisha,Kendrapara,Chatta Krushak Bazar APMC
Haryana,Kaithal,Cheeka APMC
Haryana,Sirsa,Dabwali APMC
Bihar,Araria,Forbesganj APMC
Chattisgarh,Rajnandgaon,Gandai APMC
Odisha,Kendrapara,Gopa APMC
West Bengal,Burdwan,Guskara APMC
Punjab,Hoshiarpur,Hoshiarpur(Sham Churasi) APMC
Odisha,Jagatsinghpur,Jagatsinghpur APMC
Bihar,Vaishali,"Jaitipir Mandi, Lalganj block APMC"
West Bengal,Jhargram,Jhargram APMC
West Bengal,Murshidabad,Jiaganj APMC
Meghalaya,West Jaintia Hills,Jowai APMC
West Bengal,Kalimpong,Kalimpong APMC
West Bengal,Murshidabad,Kandi APMC
Madhya Pradesh,Katni,Katni APMC
Odisha,Kendrapara,Kendrapara APMC
Odisha,Kendrapara,Kendrapara(Marshaghai) APMC
West Bengal,Bankura,Khatra APMC
West Bengal,Medinipur(E),Kolaghat APMC
Madhya Pradesh,Satna,Maihar(F&V) APMC
Gujarat,Kheda,Nadiad APMC
Gujarat,Kheda,Nadiyad(Chaklasi) APMC
Bihar,Rohtas,Natwar APMC
Bihar,Rohtas,Nokha APMC
Meghalaya,West Khasi Hills,Nongstoin APMC
Odisha,Kendrapara,Pattamundai APMC
Punjab,Ludhiana,Raikot APMC
Madhya Pradesh,Sagar,Rehli(F&V) APMC
Himachal Pradesh,Mandi,SMY Chail Chowk
Odisha,Bhadrak,Sahidngar APMC
Madhya Pradesh,Satna,Satna(F&V) APMC
Uttar Pradesh,Hathras,Sikandraraau APMC
Bihar,Kishanganj,Thakurganj APMC
Maharashtra,Raigad,Alibagh APMC
Uttar Pradesh,Banda,Baberu APMC
Uttar Pradesh,Lucknow,Banthara APMC
Karnataka,Shimoga,Bhadravathi APMC
Maharashtra,Bhandara,Bhandara APMC
Karnataka,Bidar,Bidar APMC
West Bengal,Birbhum,Bishnupur APMC
Uttarakhand,Udhamsinghnagar,Gadarpur APMC
Karnataka,Koppal,Gangavathi APMC
Karnataka,Koppal,Gangavathi(Karatagi) APMC
Gujarat,Bharuch,Jambusar APMC
Gujarat,Bharuch,Jambusar(Kaavi) APMC
Uttar Pradesh,Ghazipur,Jangipura APMC
West Bengal,Uttar Dinajpur,Kaliaganj APMC
Odisha,Mayurbhanja,Karanjia APMC
West Bengal,Murshidabad,Kasimbazar APMC
Uttar Pradesh,Fatehpur,Kishunpur APMC
Karnataka,Chikmagalur,Koppa APMC
Uttar Pradesh,Prayagraj,Lediyari APMC
Karnataka,Mandya,Maddur APMC
Maharashtra,Raigad,Mangaon APMC
Karnataka,Karwar(Uttar Kannad),Mundgod APMC
Maharashtra,Raigad,Murud APMC
NCT of Delhi,Delhi,Najafgarh APMC
Maharashtra,Thane,Palghar APMC
Odisha,Jagatsinghpur,Rahama APMC
Karnataka,Belgaum,Sankeshwar APMC
Karnataka,Raichur,Sindhanur APMC
Karnataka,Madikeri(Kodagu),Somvarpet APMC
Andhra Pradesh,Krishna,Tiruvuru APMC
Maharashtra,Bhandara,Tumsar APMC
Maharashtra,Thane,Ulhasnagar APMC
Maharashtra,Nagpur,Umared APMC
Gujarat,Vadodara(Baroda),Vadodara APMC
Maharashtra,Thane,Vasai APMC
Odisha,Keonjhar,Anandapur APMC
Odisha,Nayagarh,Bahadajholla APMC
Odisha,Mayurbhanja,Betnoti APMC
Rajasthan,Jalore,Bhinmal APMC
Uttarakhand,Dehradoon,Chakrata APMC
Odisha,Ganjam,Digapahandi APMC
Maharashtra,Nashik,Ghoti APMC
Odisha,Rayagada,Gunpur APMC
Telangana,Adilabad,Jainath APMC
Odisha,Kalahandi,Junagarh APMC
Odisha,Kalahandi,Kalahandi(Dharamagarh) APMC
Andhra Pradesh,Chittor,Kalikiri APMC
Karnataka,Bangalore,Kanakapura APMC
Odisha,Bolangir,Kantabaji APMC
Odisha,Gajapati,Kasinagar APMC
Telangana,Khammam,Khammam APMC
Tamil Nadu,Dindigul,Kodaikkanal(Uzhavar Sandhai ) APMC
Andhra Pradesh,Chittor,Madanapalli APMC
Odisha,Malkangiri,Malkanagiri APMC
Odisha,Malkangiri,Malkangiri(Korakunda) APMC
Telangana,Adilabad,Mancharial APMC
Kerala,Palakad,Moochamkundu VFPCK APMC
Karnataka,Kolar,Mulabagilu APMC
Andhra Pradesh,Chittor,Mulakalacheruvu APMC
Karnataka,Mysore,Nanjangud APMC
Rajasthan,Pali,Pali APMC
Maharashtra,Sholapur,Pandharpur APMC
Maharashtra,Raigad,Panvel APMC
Madhya Pradesh,Jabalpur,Patan(F&V) APMC
Telangana,Khammam,"Pavilion Ground,Khammam,RBZ APMC"
Andhra Pradesh,Chittor,Punganur APMC
Odisha,Rayagada,Rayagada(Muniguda) APMC
Himachal Pradesh,Kullu,SMY Bandrol
Himachal Pradesh,Solan,SMY Dharampur
Himachal Pradesh,Shimla,SMY Nerwa
Himachal Pradesh,Solan,SMY Wakhnaghat
Karnataka,Mysore,Santhesargur APMC
Odisha,Nayagarh,Sarankul APMC
Telangana,Khammam,"Sattupalli (ramalayam),RBZ APMC"
Madhya Pradesh,Singroli,Singroli(F&V) APMC
Karnataka,Kolar,Srinivasapur APMC
Punjab,Amethi,Sultanpur APMC
Assam,Darrang,Tangni APMC
Madhya Pradesh,Ujjain,Ujjain(F&V) APMC
Kerala,Palakad,Vadakarapathy VFPCK APMC
Gujarat,Morbi,Vankaner(Sub yard) APMC
Andhra Pradesh,Chittor,Vayalapadu APMC
Telangana,Khammam,Charla APMC
Telangana,Hyderabad,Gaddiannaram APMC
Andhra Pradesh,East Godavari,Rajahmundry APMC
Gujarat,Sabarkantha,APMCKHEDBRAHMA
Maharashtra,Amarawati,Achalpur APMC
Haryana,Hissar,Adampur APMC
Uttar Pradesh,Jalaun (Orai),Ait APMC
Madhya Pradesh,Panna,Ajaygarh APMC
Maharashtra,Akola,Akot APMC
Madhya Pradesh,Bhind,Alampur APMC
Uttar Pradesh,Etah,Aliganj APMC
Rajasthan,Alwar,Alwar APMC
Punjab,Sangrur,Amargarh APMC
Madhya Pradesh,Satna,Amarpatan APMC
Madhya Pradesh,Chhindwara,Amarwda APMC
Maharashtra,Jalana,Ambad (Vadigodri) APMC
Madhya Pradesh,Morena,Ambaha APMC
Chattisgarh,Surguja,Ambikapur APMC
Punjab,Fatehgarh,Amloh APMC
Maharashtra,Amarawati,Anajngaon APMC
Rajasthan,Baran,Anta APMC
Rajasthan,Anupgarh,Anupgarh APMC
Madhya Pradesh,Anupur,Anuppur APMC
Madhya Pradesh,Guna,Aron APMC
Madhya Pradesh,Ashoknagar,Ashoknagar APMC
Maharashtra,Wardha,Ashti(Karanja) APMC
Rajasthan,Baran,Atru APMC
Punjab,Amritsar,Attari APMC
Maharashtra,Latur,Aurad Shahajani APMC
Maharashtra,Latur,Ausa APMC
Maharashtra,Buldhana,BSK Krishi Bazar Private Ltd APMC
Madhya Pradesh,Hoshangabad,Babai APMC
Maharashtra,Yavatmal,Babhulgaon APMC
Gujarat,Amreli,Babra APMC
Madhya Pradesh,Shajapur,Badod APMC
Madhya Pradesh,Khargone,Badwaha APMC
Madhya Pradesh,Dewas,Bagli APMC
Madhya Pradesh,Koria,Baikunthpur APMC
Chattisgarh,Koria,Baikunthpur APMC
Madhya Pradesh,Chhatarpur,Bakswaha APMC
Madhya Pradesh,Sehore,Baktara APMC
Madhya Pradesh,Balaghat,Balaghat APMC
Madhya Pradesh,Sagar,Bamora APMC
Madhya Pradesh,Hoshangabad,Banapura APMC
Madhya Pradesh,Hoshangabad,Banapura(F&V) APMC
Madhya Pradesh,Sagar,Banda APMC
Rajasthan,Dausa,Bandikui APMC
Rajasthan,Dausa,Bandikui(Geejgarh) APMC
Madhya Pradesh,Hoshangabad,Bankhedi APMC
Madhya Pradesh,Morena,Banmorkalan APMC
Rajasthan,Kotputli- Behror,Bansoor APMC
Haryana,Panipat,Bapauli APMC
Chattisgarh,Raigarh,Baramkela APMC
Bihar,Sheikhpura,Barbigha APMC
Madhya Pradesh,Raisen,Bareli APMC
Punjab,Mansa,Bareta APMC
Rajasthan,Alwar,Barodamev APMC
Maharashtra,Sholapur,Barshi APMC
Maharashtra,Sholapur,Barshi(Vairag) APMC
Karnataka,Bidar,Basava Kalayana APMC
Gujarat,Ahmedabad,Bavla APMC
Gujarat,Sabarkantha,Bayad APMC
Gujarat,Sabarkantha,Bayad(Demai) APMC
Gujarat,Sabarkantha,Bayad(Sadamba) APMC
Rajasthan,Beawar,Beawar APMC
Maharashtra,Beed,Beed APMC
Madhya Pradesh,Raisen,Begamganj APMC
Rajasthan,Chittorgarh,Begu APMC
Chattisgarh,Bemetara,Bemetara APMC
Madhya Pradesh,Shehdol,Beohari APMC
Madhya Pradesh,Shajapur,Berachha APMC
Madhya Pradesh,Bhopal,Berasia APMC
Madhya Pradesh,Betul,Betul APMC
Punjab,Barnala,Bhadaur(Sehna) APMC
Punjab,Patiala,Bhadson APMC
Telangana,Adilabad,Bhainsa APMC
Madhya Pradesh,Mandsaur,Bhanpura APMC
Rajasthan,Bharatpur,Bharatpur APMC
Chattisgarh,Balodabazar,Bhatapara APMC
Rajasthan,Jhalawar,Bhawani Mandi APMC
Bihar,Purnea,Bhawanipur APMC
Madhya Pradesh,Betul,Bhensdehi APMC
Madhya Pradesh,Khargone,Bhikangaon APMC
Punjab,Mansa,Bhikhi APMC
Madhya Pradesh,Gwalior,Bhitarwar APMC
Maharashtra,Jalana,Bhokardan APMC
Rajasthan,Bharatpur,Bhusawar Bair APMC
Madhya Pradesh,Mandla,Bichhiya APMC
Madhya Pradesh,Mandla,Bichiya(F&V) APMC
Rajasthan,Jodhpur Rural,Bilara APMC
Haryana,Bilaspur,Bilaspur APMC
Punjab,Jalandhar,Bilga (Talwan ) APMC
Madhya Pradesh,Sagar,Bina APMC
Madhya Pradesh,Guna,Binaganj APMC
Punjab,Mansa,Boha APMC
Gujarat,Anand,Borsad APMC
Madhya Pradesh,Shehdol,Budhar APMC
Punjab,Mansa,Budhlada (Phaphre Bhaike) APMC
Maharashtra,Buldhana,Buldhana(Dhad) APMC
Rajasthan,Bundi,Bundi APMC
Madhya Pradesh,Burhanpur,Burhanpur APMC
Madhya Pradesh,Rewa,Chaakghat APMC
Maharashtra,Latur,Chakur APMC
Maharashtra,Jalgaon,Chalisgaon APMC
Chattisgarh,Janjgir,Champa APMC
Punjab,Fatehgarh,Chanarthal APMC
Madhya Pradesh,Ashoknagar,Chanderi APMC
Maharashtra,Amarawati,Chandur Bazar APMC
Maharashtra,Amarawati,Chandur Railway APMC
Madhya Pradesh,Chhindwara,Chaurai APMC
Rajasthan,Baran,Chhabra APMC
Haryana,Yamuna Nagar,Chhachhrauli(Khizrabad) APMC
Madhya Pradesh,Seoni,Chhapara(F&V) APMC
Madhya Pradesh,Rajgarh,Chhapiheda APMC
Madhya Pradesh,Chhindwara,Chhindwara APMC
Rajasthan,Baran,Chhipabarod (Chhabra) APMC
Rajasthan,Pratapgarh,Chhotisadri APMC
Madhya Pradesh,Seoni,Chhpara APMC
Maharashtra,Buldhana,Chikali APMC
Gujarat,Surendranagar,Chotila APMC
Rajasthan,Jhalawar,Choumahla APMC
Madhya Pradesh,Gwalior,Dabra APMC
Chattisgarh,Bemetara,Dadhi APMC
Rajasthan,Jhalawar,Dag APMC
Madhya Pradesh,Mandsaur,Daloda APMC
Madhya Pradesh,Damoh,Damoh APMC
Uttar Pradesh,Badaun,Dataganj APMC
Rajasthan,Deeg,Deeg APMC
Gujarat,Gandhinagar,Dehgam APMC
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC
Rajasthan,Bundi,Dei APMC
Rajasthan,Tonk,Deoli APMC
Maharashtra,Buldhana,Deoulgaon Raja APMC
Madhya Pradesh,Panna,Devandranagar APMC
Madhya Pradesh,Dewas,Dewas APMC
Maharashtra,Amarawati,Dhamngaon-Railway APMC
Madhya Pradesh,Dhar,Dhamnod APMC
Punjab,Barnala,Dhanaula APMC
Gujarat,Sabarkantha,Dhansura APMC
Madhya Pradesh,Dhar,Dhar APMC
Maharashtra,Jalgaon,Dharangaon APMC
Maharashtra,Amarawati,Dharni APMC
Punjab,Kapurthala,Dhilwan APMC
Gujarat,Ahmedabad,Dholka APMC
Rajasthan,Dholpur,Dholpur APMC
Maharashtra,Yavatmal,Digras APMC
Madhya Pradesh,Nashik,Dindori APMC
Haryana,Sirsa,Ding APMC
Gujarat,Banaskanth,Diyodar APMC
Maharashtra,Dhule,Dondaicha(Sindhkheda) APMC
Rajasthan,Tonk,Dooni APMC
Maharashtra,Pune,Dound APMC
Maharashtra,Sholapur,Dudhani APMC
Rajasthan,Dudu,Dudu APMC
Rajasthan,Sikar,Fatehpur APMC
Madhya Pradesh,Narsinghpur,Gadarwada APMC
Madhya Pradesh,Raisen,Gairatganj APMC
Rajasthan,Ganganagar,Gajsinghpur APMC
Madhya Pradesh,Dhar,Gandhwani APMC
Rajasthan,Chattrapati Sambhajinagar,Gangapur APMC
Rajasthan,Gangapur City,Gangapur City APMC
Rajasthan,Swai Madhopur,Gangapurcity(Old Lal mandi) APMC
Madhya Pradesh,Vidisha,Ganjbasoda APMC
Maharashtra,Beed,Gevrai APMC
Madhya Pradesh,Seoni,Ghansour APMC
Rajasthan,Anupgarh,Gharsana APMC
Gujarat,Panchmahals,Godhra APMC
Gujarat,Panchmahals,Godhra(Timbaroad) APMC
Madhya Pradesh,Bhind,Gohad APMC
Madhya Pradesh,Dindori,Gorakhpur APMC
Madhya Pradesh,Narsinghpur,Gotegaon APMC
Madhya Pradesh,Narsinghpur,Gotegaon(F&V) APMC
Madhya Pradesh,Vidisha,Gulabganj APMC
Rajasthan,Bhilwara,Gulabpura APMC
Madhya Pradesh,Guna,Guna APMC
Madhya Pradesh,Dewas,Haatpipliya APMC
Madhya Pradesh,Rewa,Hanumana APMC
Madhya Pradesh,Harda,Harda APMC
Gujarat,Patan,Harij APMC
Madhya Pradesh,Khandwa,Harsood APMC
Madhya Pradesh,Damoh,Hata APMC
Rajasthan,Karauli,Hindoun APMC
Maharashtra,Wardha,Hinganghat APMC
Maharashtra,Hingoli,Hingoli(Kanegoan Naka) APMC
Madhya Pradesh,Hoshangabad,Hoshangabad APMC
Gujarat,Sabarkantha,Idar(Jadar) APMC
Rajasthan,Jhalawar,Iklera APMC
Madhya Pradesh,Ashoknagar,Isagarh APMC
Madhya Pradesh,Hoshangabad,Itarsi APMC
Rajasthan,Kota,Itawa APMC
Madhya Pradesh,Jabalpur,Jabalpur APMC
Madhya Pradesh,Sagar,Jaisinagar APMC
Madhya Pradesh,Anupur,Jaithari APMC
Rajasthan,Anupgarh,Jaitsar APMC
Punjab,Faridkot,Jaitu(Bajakhana) APMC
Punjab,Jalandhar,Jalandhar City APMC
Punjab,Jalandhar,Jalandhar City(Kartar Pur Dana mandi) APMC
Maharashtra,Buldhana,Jalgaon Jamod(Aasalgaon) APMC
Maharashtra,Jalgaon,Jalgaon(Masawat) APMC
Madhya Pradesh,Tikamgarh,Jatara APMC
Madhya Pradesh,Damoh,Javera APMC
Madhya Pradesh,Sehore,Jawar APMC
Madhya Pradesh,Rajgarh,Jeerapur APMC
Madhya Pradesh,Jhabua,Jhabua(F&V) APMC
Rajasthan,Jhalawar,Jhalarapatan APMC
Madhya Pradesh,Alirajpur,Jobat(F&V) APMC
Madhya Pradesh,Morena,Jora APMC
Haryana,Jind,Jullana APMC
Uttar Pradesh,Jalaun (Orai),Kadaura APMC
Gujarat,Mehsana,Kadi APMC
Punjab,Gurdaspur,Kahnuwan APMC
Madhya Pradesh,Morena,Kailaras APMC
Maharashtra,Dharashiv(Usmanabad),Kalamb (Dharashiv) APMC
Gujarat,Gandhinagar,Kalol APMC
Uttar Pradesh,Jalaun (Orai),Kalpi APMC
Rajasthan,Deeg,Kama APMC
Maharashtra,Nanded,Kandhar APMC
Maharashtra,Chattrapati Sambhajinagar,Kannad APMC
Madhya Pradesh,Dewas,Kannod APMC
Rajasthan,Chittorgarh,Kapasan APMC
Madhya Pradesh,Narsinghpur,Kareli APMC
Madhya Pradesh,Narsinghpur,Kareli(F&V) APMC
Madhya Pradesh,Khargone,Karhi APMC
Maharashtra,Ahmednagar,Karjat(Rashin) APMC
Maharashtra,Sholapur,Karmala APMC
Madhya Pradesh,Khargone,Kasrawad APMC
Rajasthan,Baran,Kawai Salpura (Atru) APMC
Chattisgarh,Kabirdham,Kawardha APMC
Rajasthan,Kekri,Kekri APMC
Madhya Pradesh,Seoni,Keolari APMC
Rajasthan,Ganganagar,Kesarisinghpur APMC
Rajasthan,Bundi,Keshoraipatan APMC
Madhya Pradesh,Sagar,Kesli APMC
Madhya Pradesh,Ujjain,Khachrod APMC
Rajasthan,Khairthal Tijara,Khairthal APMC
Gujarat,Anand,Khambhat(Grain Market) APMC
Chattisgarh,Durg,Khamhariya APMC
Rajasthan,Swai Madhopur,Khandar APMC
Haryana,Mahendragarh-Narnaul,Khanina APMC
Rajasthan,Panchmahals,Khanpur APMC
Rajasthan,Kota,Khatauli APMC
Madhya Pradesh,Dewas,Khategaon APMC
Madhya Pradesh,Shivpuri,Khatora APMC
Chattisgarh,Rajnandgaon,Kheragarh APMC
Rajasthan,Alwar,Kherli APMC
Madhya Pradesh,Rajgarh,Khilchipur APMC
Madhya Pradesh,Harda,Khirakiya APMC
Madhya Pradesh,Rajgarh,Khujner APMC
Madhya Pradesh,Sagar,Khurai APMC
Rajasthan,Jaipur,Kishan Renwal(Fulera) APMC
Rajasthan,Jaipur Rural,Kishangarh Renwal APMC
Rajasthan,Khairthal Tijara,Kishangarhbas APMC
Rajasthan,Bilaspur,Kota APMC
Chattisgarh,Bilaspur,Kota APMC
Rajasthan,Deedwana Kuchaman,Kuchaman City APMC
Madhya Pradesh,Guna,Kumbhraj APMC
Rajasthan,Deeg,Kumher APMC
Uttar Pradesh,Hamirpur,Kurara APMC
Madhya Pradesh,Rajgarh,Kurawar APMC
Maharashtra,Sholapur,Kurdwadi APMC
Madhya Pradesh,Vidisha,Kurwai APMC
Chattisgarh,Balrampur,Kusmee APMC
Madhya Pradesh,Bhind,Lahar APMC
Madhya Pradesh,Seoni,Lakhnadon APMC
Uttarakhand,Haridwar,Lakshar APMC
Rajasthan,Ganganagar,Lalgarh Jatan APMC
Madhya Pradesh,Vidisha,Lateri APMC
Rajasthan,Alwar,Laxmangarh (Barodamev) APMC
Gujarat,Dahod,Limkheda APMC
Maharashtra,Nanded,Loha APMC
Madhya Pradesh,Dewas,Loharda APMC
Maharashtra,Buldhana,Lonar APMC
Madhya Pradesh,Rajgarh,Machalpur APMC
Rajasthan,Dausa,Madanganj Mahuwa APMC
Rajasthan,Dausa,Madanganj Mandawar APMC
Uttar Pradesh,Jalaun (Orai),Madhogarh APMC
Maharashtra,Yavatmal,"Mahesh Krushi Utpanna Bazar, Digras APMC"
Madhya Pradesh,Ujjain,Mahidpur APMC
Madhya Pradesh,Ujjain,Mahidpur(F&V) APMC
Maharashtra,Beed,Majalgaon APMC
Punjab,Amritsar,Majitha APMC
Madhya Pradesh,Guna,Maksudangarh APMC
Punjab,Muktsar,Malout (Kilianwali) APMC
Punjab,Muktsar,Malout (Panniwala) APMC
Gujarat,Sabarkantha,Malpur APMC
Rajasthan,Tonk,Malpura(Todaraisingh) APMC
Madhya Pradesh,Sagar,Malthone APMC
Madhya Pradesh,Dhar,Manawar APMC
Rajasthan,Dausa,Mandawari APMC
Madhya Pradesh,Mandla,Mandla APMC
Chattisgarh,Koria,Manendragarh APMC
Maharashtra,Vashim,Mangrulpeer APMC
Rajasthan,Jhalawar,Manohar Thana APMC
Gujarat,Gandhinagar,Mansa APMC
Maharashtra,Jalana,Mantha APMC
Gujarat,Kheda,Matar(Limbasi) APMC
Gujarat,Sabarkantha,Meghraj APMC
Gujarat,Sabarkantha,Meghraj(Radlavada) APMC
Punjab,Barnala,Mehal Kalan APMC
Punjab,Barnala,Mehal Kallan (ChananWal) APMC
Madhya Pradesh,Satna,Mehar APMC
Maharashtra,Buldhana,Mehekar APMC
Madhya Pradesh,Bhind,Mehgaon APMC
Gujarat,Mehsana,Mehsana APMC
Gujarat,Mehsana,Mehsana(Jornang) APMC
Punjab,Amritsar,Mehta APMC
Madhya Pradesh,Indore,Mhow APMC
Madhya Pradesh,Balaghat,Mohgaon APMC
Madhya Pradesh,Shajapur,Momanbadodiya APMC
Maharashtra,Amarawati,Morshi APMC
Gujarat,Panchmahals,Morva Hafad APMC
Madhya Pradesh,Bhind,Mow APMC
Haryana,Ambala,Mullana APMC
Haryana,Ambala,Mullana(saha) APMC
Madhya Pradesh,Betul,Multai APMC
Madhya Pradesh,Khandwa,Mundi APMC
Madhya Pradesh,Ashoknagar,Mungawali APMC
Chattisgarh,Mungeli,Munguli APMC
Maharashtra,Akola,Murtizapur APMC
Maharashtra,Dharashiv(Usmanabad),Murum APMC
Bihar,Muzaffarpur,Muzaffarpur APMC
Rajasthan,Bharatpur,Nadwai APMC
Rajasthan,Deeg,Nagar APMC
Madhya Pradesh,Ujjain,Nagda APMC
Madhya Pradesh,Satna,Nagod APMC
Rajasthan,Baran,Nahargarh APMC
Madhya Pradesh,Mandla,Nainpur APMC
Punjab,Jalandhar,Nakodar(Sarih) APMC
Madhya Pradesh,Shajapur,Nalkehda APMC
Madhya Pradesh,Agar Malwa,Nalkheda(F&V) APMC
Uttarakhand,Udhamsinghnagar,Nanakmatta APMC
Maharashtra,Nanded,Nanded APMC
Maharashtra,Amarawati,Nandgaon Khandeshwar APMC
Maharashtra,Buldhana,Nandura APMC
NCT of Delhi,Delhi,Narela APMC
Madhya Pradesh,Narsinghpur,Narsinghpur APMC
Madhya Pradesh,Sehore,Nasrullaganj APMC
Punjab,Nawanshahr,Nawan Shahar(Mandi Jadla) APMC
Punjab,Nawanshahr,Nawan Shahar(MandiRaho) APMC
Punjab,Nawanshahr,Nawanshahar APMC
Chattisgarh,Raipur,Neora APMC
Haryana,Jind,"New Grain Market , Jind APMC"
Haryana,Sirsa,"New Grain Market , Sirsa APMC"
Haryana,Sonipat,"New Grain Market , Sonipat APMC"
Maharashtra,Ahmednagar,Newasa APMC
Haryana,Karnal,Nilokheri APMC
Gujarat,Surat,Nizar APMC
Gujarat,Surat,Nizar(Pumkitalov) APMC
Madhya Pradesh,Raisen,Obedullaganj APMC
Madhya Pradesh,Raisen,Obedullaganj(F&V) APMC
Madhya Pradesh,Jabalpur,Paatan APMC
Madhya Pradesh,Rajgarh,Pachaur APMC
Maharashtra,Jalgaon,Pachora APMC
Rajasthan,Bargarh,Padampur APMC
Madhya Pradesh,Balodabazar,Palari APMC
Chattisgarh,Kabirdham,Pandariya APMC
Madhya Pradesh,Khandwa,Pandhana APMC
Madhya Pradesh,Panna,Panna APMC
Maharashtra,Parbhani,Parbhani APMC
Maharashtra,Jalgaon,Parola APMC
Maharashtra,Jalana,Partur APMC
Chattisgarh,Jashpur,Pathalgaon APMC
Maharashtra,Parbhani,Pathari APMC
Madhya Pradesh,Damoh,Patharia APMC
Punjab,Patiala,Patran(Ghagga Mandi) APMC
Maharashtra,Akola,Patur APMC
Madhya Pradesh,Panna,Pawai APMC
Chattisgarh,Bilaspur,Pendraroad APMC
Madhya Pradesh,Jhabua,Petlawad APMC
Rajasthan,Hanumangarh,Pilibanga APMC
Haryana,Jind,Pillukhera APMC
Madhya Pradesh,Hoshangabad,Pipariya APMC
Madhya Pradesh,Ashoknagar,Piprai APMC
Chattisgarh,Kabirdham,Pipriya APMC
Gujarat,Sabarkantha,Prantij APMC
Madhya Pradesh,Balaghat,Praswada APMC
Chattisgarh,Surajpur,Pratappur APMC
Maharashtra,Yavatmal,Pusad APMC
Uttar Pradesh,Hamirpur,Raath APMC
Gujarat,Patan,Radhanpur APMC
